ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,TotalIncome,EMI,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban
0.5161862659637967,-1.1077829767083145,-0.012803201343461017,0.2732312961117544,0.41173269183271005,0.008425825191001515,-0.23130482669294317,0.47234264016825267,-1.3720893221584447,-0.44633927678392804,-0.44371284815512574,-0.3009753239857258,-0.5283622494715786,-0.39260073655797517,-0.7820157008848647,1.4281470373865712
0.13780585237723655,0.7821575712485496,-0.012803201343461017,0.2732312961117544,0.41173269183271005,0.08285991649734786,-0.23130482669294317,0.47234264016825267,0.7288155252362812,2.2404481344448155,-0.44371284815512574,-0.3009753239857258,-0.5283622494715786,-0.39260073655797517,-0.7820157008848647,-0.7002080134759401
-0.5194793670731671,-1.1077829767083145,-1.3486627152890505,0.2732312961117544,0.41173269183271005,-1.2172986730963478,-0.5685207425329879,0.47234264016825267,0.7288155252362812,-0.44633927678392804,-0.44371284815512574,-0.3009753239857258,-0.5283622494715786,2.5471169737663755,-0.7820157008848647,1.4281470373865712
-0.75160478236161,0.8975263856994306,-0.14335063876429482,0.2732312961117544,0.41173269183271005,-0.3013061075073324,-0.27481655776907804,0.47234264016825267,0.7288155252362812,-0.44633927678392804,-0.44371284815512574,-0.3009753239857258,1.8926408936295354,-0.39260073655797517,-0.7820157008848647,1.4281470373865712
0.5557271417764572,-1.1077829767083145,0.1829809757655036,0.2732312961117544,0.41173269183271005,0.05522299468401092,-0.16059826369422417,0.47234264016825267,-1.3720893221584447,-0.44633927678392804,-0.44371284815512574,-0.3009753239857258,-0.5283622494715786,-0.39260073655797517,-0.7820157008848647,1.4281470373865712
0.39715784871846554,1.0462933560788554,1.4781401899444353,0.2732312961117544,0.41173269183271005,0.9206616235116626,0.5247115007548987,0.47234264016825267,0.7288155252362812,-0.44633927678392804,2.253709812906728,-0.3009753239857258,-0.5283622494715786,2.5471169737663755,-0.7820157008848647,1.4281470373865712
-0.9094846729340591,0.7835228975392053,-0.6152864248387256,0.2732312961117544,0.41173269183271005,-0.7598251647902352,-0.4107907173819992,0.47234264016825267,0.7288155252362812,-0.44633927678392804,-0.44371284815512574,-0.3009753239857258,1.8926408936295354,-0.39260073655797517,-0.7820157008848647,1.4281470373865712
-0.5009775079479815,0.9130325417265339,0.41355740303033994,0.2732312961117544,-2.428760260810931,-0.09122417882296666,-0.06813583515743776,0.47234264016825267,0.7288155252362812,-0.44633927678392804,-0.44371284815512574,3.322531517724777,-0.5283622494715786,-0.39260073655797517,1.2787467040220322,-0.7002080134759401
-0.07092527888117638,0.7852194656209255,0.537931757097833,0.2732312961117544,0.41173269183271005,-0.09387731582271075,-0.013746171312269262,0.47234264016825267,0.7288155252362812,-0.44633927678392804,2.253709812906728,-0.3009753239857258,-0.5283622494715786,-0.39260073655797517,-0.7820157008848647,1.4281470373865712
1.7361522651824677,1.2943629793105622,2.0224720730497836,0.2732312961117544,0.41173269183271005,2.5859770119191405,0.9707067442852803,0.47234264016825267,0.7288155252362812,2.2404481344448155,-0.44371284815512574,-0.3009753239857258,-0.5283622494715786,-0.39260073655797517,1.2787467040220322,-0.7002080134759401
